"name","age","position","marketvalue","otherclub","transferfee","season","club","transfertype"
"Dennis Wise","34","Defensive Midfield","-","Leicester City","£1.68m",2001,"Chelsea FC","Departures"
"Frank Leboeuf","33","Centre Back","-","Marseille","£1.26m",2001,"Chelsea FC","Departures"
"Bernard Lambourde","29","Centre Back","-","SC Bastia","£259k",2001,"Chelsea FC","Departures"
"Leon Knight","19","Centre Forward","-","Huddersfield","Loan",2001,"Chelsea FC","Departures"
"Sam Parkin","20","Centre Forward","-","Northampt. Town","Loan",2001,"Chelsea FC","Departures"
"Warren Cummings","20","Left-Back","-","West Brom","Loan",2001,"Chelsea FC","Departures"
"Rhys Evans","19","Keeper","-","QPR","Loan",2001,"Chelsea FC","Departures"
"Neil Barrett","19","Right Midfield","-","Portsmouth FC","Free transfer",2001,"Chelsea FC","Departures"
"Rati Aleksidze","22","Centre Forward","-","Dinamo Tbilisi","?",2001,"Chelsea FC","Departures"
"Roberto Di Matteo","31","Central Midfield","-","End of career","-",2001,"Chelsea FC","Departures"
"Jes Högh","35","Centre Back","-","End of career","-",2001,"Chelsea FC","Departures"
"Pierluigi Casiraghi","32","Centre Forward","-","End of career","-",2001,"Chelsea FC","Departures"
"Pierre Issa","25","Centre Back","-","Marseille","End of loan",2001,"Chelsea FC","Departures"
"Gareth Southgate","30","Centre Back","-","Aston Villa","£6.83m",2001,"Middlesbrough FC","Arrivals"
"Szilard Nemeth","23","Secondary Striker","-","Inter Bratislava","£4.73m",2001,"Middlesbrough FC","Arrivals"
"Jonathan Greening","22","Central Midfield","-","Manchester Utd.","£2.10m",2001,"Middlesbrough FC","Arrivals"
"Mark Wilson","22","Central Midfield","-","Manchester Utd.","£1.61m",2001,"Middlesbrough FC","Arrivals"
"Allan Johnston","27","Right Midfield","-","Rangers","£630k",2001,"Middlesbrough FC","Arrivals"
"Franck Queudrue","23","Left-Back","-","Lens","Loan",2001,"Middlesbrough FC","Arrivals"
"Mickaël Debève","31","Right Midfield","-","Lens","Free transfer",2001,"Middlesbrough FC","Arrivals"
"Benny Carbone","30","Secondary Striker","-","Derby","?",2001,"Middlesbrough FC","Arrivals"
"Christian Hanson","20","Defence","-","Torquay","End of loan",2001,"Middlesbrough FC","Arrivals"
"Dean Gordon","28","Left-Back","-","Cardiff","End of loan",2001,"Middlesbrough FC","Arrivals"
"Mark Summerbell","25","Midfield","-","Portsmouth FC","End of loan",2001,"Middlesbrough FC","Arrivals"
"Stewart Downing","16","Left Wing","-","FC Middlesbrough U18","-",2001,"Middlesbrough FC","Arrivals"
"Marlon Beresford","32","Keeper","-","Burnley FC","End of loan",2001,"Middlesbrough FC","Arrivals"
"Dean Windass","32","Centre Forward","-","Sheff Wed","End of loan",2001,"Middlesbrough FC","Arrivals"
"Mark Summerbell","24","Midfield","-","Bristol City","End of loan",2001,"Middlesbrough FC","Arrivals"
"Sam Russell","19","Keeper","-","Gateshead","End of loan",2001,"Middlesbrough FC","Arrivals"
"David Murphy","17","Left-Back","-","FC Middlesbrough U18","-",2001,"Middlesbrough FC","Arrivals"
"Steve Baker","23","Defence","-","Scarborough Athletic","End of loan",2001,"Middlesbrough FC","Arrivals"
"Curtis Fleming","33","Right-Back","-","Birmingham","End of loan",2001,"Middlesbrough FC","Arrivals"
"Christian Karembeu","30","Defensive Midfield","-","Olympiacos","£2.10m",2001,"Middlesbrough FC","Departures"
"Andy Campbell","22","Centre Forward","-","Cardiff","£998k",2001,"Middlesbrough FC","Departures"
"Steve Vickers","33","Defence","-","Birmingham","£420k",2001,"Middlesbrough FC","Departures"
"Brian Deane","33","Right Wing","-","Leicester City","£175k",2001,"Middlesbrough FC","Departures"
"Curtis Fleming","33","Right-Back","-","Crystal Palace","£84k",2001,"Middlesbrough FC","Departures"
"Hámilton Ricard","27","Centre Forward","-","CSKA Sofia","Free transfer",2001,"Middlesbrough FC","Departures"
"Sam Russell","19","Keeper","-","Gateshead","Loan",2001,"Middlesbrough FC","Departures"
"Dean Windass","32","Centre Forward","-","Sheff Wed","Loan",2001,"Middlesbrough FC","Departures"
"Curtis Fleming","33","Right-Back","-","Birmingham","Loan",2001,"Middlesbrough FC","Departures"
"Paul Okon","29","Midfield","-","Watford","Free transfer",2001,"Middlesbrough FC","Departures"
"Dean Gordon","28","Left-Back","-","Cardiff","Loan",2001,"Middlesbrough FC","Departures"
"Chris Bennion","21","Keeper","-","Scunthorpe Utd.","Free transfer",2001,"Middlesbrough FC","Departures"
"Christian Hanson","20","Defence","-","Torquay","Loan",2001,"Middlesbrough FC","Departures"
"Alan Moore","26","Midfield","-","Burnley FC","Free transfer",2001,"Middlesbrough FC","Departures"
"Marlon Beresford","32","Keeper","-","Burnley FC","Loan",2001,"Middlesbrough FC","Departures"
"Joseph-Désiré Job","24","Striker","-","FC Metz","Loan",2001,"Middlesbrough FC","Departures"
"Mark Summerbell","24","Midfield","-","Bristol City","Loan",2001,"Middlesbrough FC","Departures"
"Sean Kilgannon","19","Midfield","-","Dunfermline A.","?",2001,"Middlesbrough FC","Departures"
"Mark Summerbell","25","Midfield","-","Portsmouth FC","Loan",2001,"Middlesbrough FC","Departures"
"Steve Baker","23","Defence","-","Scarborough Athletic","Loan",2001,"Middlesbrough FC","Departures"
"Franck Queudrue","23","Left-Back","-","Lens","End of loan",2001,"Middlesbrough FC","Departures"
"Gary Pallister","36","Centre Back","-","End of career","-",2001,"Middlesbrough FC","Departures"
"Matteo Sereni","26","Keeper","-","Sampdoria","£4.38m",2001,"Ipswich Town","Arrivals"
"Marcus Bent","23","Centre Forward","-","Blackburn","£3.15m",2001,"Ipswich Town","Arrivals"
"Finidi George","30","Right Wing","-","RCD Mallorca","£2.94m",2001,"Ipswich Town","Arrivals"
"Ulrich Le Pen","27","Left Wing","-","FC Lorient","£1.37m",2001,"Ipswich Town","Arrivals"
"Thomas Gaardsöe","22","Centre Back","-","Aalborg BK","£1.26m",2001,"Ipswich Town","Arrivals"
"Tommy Miller","22","Central Midfield","-","Hartlepool Utd.","£770k",2001,"Ipswich Town","Arrivals"
"Chris Hogg","16","Centre Back","-","York City","£158k",2001,"Ipswich Town","Arrivals"
"Sixto Peralta","22","Central Midfield","-","Inter","Loan fee:£140k",2001,"Ipswich Town","Arrivals"
